stock_number,vin,stock_type,title,year,make,model,trim,price,body_style,engine,transmission,exterior_color,interior_color,kilometres,all_images,url,certified,deleted
4628A,,used, 2007 Ford F-450 Chassis Cab Not Specified,2007,Ford,F-450,,Please Call,Not Specified,0.0L Not Specified,Not Specified,White,,"160,278 miles",,http://www.pittsboroford.com/used/Ford/2007-Ford-F-450+Chassis+Cab-7acb41140a0e0a6b13730521d01f237b.htm?searchDepth=45:55,0,1
4687A,,used, 2013 Ford Edge AWD SEL  SUV,2013,Ford,Edge,SEL,"$17,988",AWD SEL  SUV,3.5L V6 285hp 253ft. lbs.,6-Speed Shiftable Automatic,Deep Impact Blue Metallic,CHARCOAL BLACK,"45,541 miles",http://pictures.dealer.com/p/pittsborofordfd/0364/9d8e97b465ab06491d0450aee7970e9cx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0188/4982f9303f5dd686672a4896d7a31d13x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1463/1cbf92deb5ba0645fac914cd552c4325x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1186/c958ae7771adf16502b6f7876c0f992ex.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1919/18a08d2d0e5814ef3989492218167e3cx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1574/85a22d847f650a8521e99bf0987caabfx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0630/9795b84612ec4b75f9ec3839a538993ex.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1624/35988cc99bb7fd67bc878a53c2b5d1bfx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1654/4188a3e19c381e4664f3cf04f03dbb48x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0057/b7bf94f0adce9845c7fb72c0ad656197x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0380/9e84e92c7caa1a28ebfd249117418904x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0422/66a70e1e3e98aa38679548106404852bx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1546/48ebd0e79eb8a1863b4f6240b035f3fex.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0918/052f5ad261900e8c75e8c0287cb68811x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1658/bb181800a49d79ccbff4dd295a5f4d1ex.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0621/0d0991fa5dc19d7fb5b2bf24e6910668x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1330/14a023063ccc7e789494a95778d29637x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1118/21af6347998dd6ad3ab255e542f0f1f5x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1708/fe00162110552e5e37bedb3dfdb5a5f6x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0236/3706e63925169a9bc0bbd741121b258ax.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1628/4e32c14c4cfa9b8714c0063f735e646dx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0697/21633eba8a2b5934625931420439581fx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1747/67f85358e0e0b7697088bec3b2342b65x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1047/1cafc23d1d026342dbcc4c670553d0d3x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0848/102277690e55caef8685256663dcc114x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1791/0aa49ac016c9ac2eda3b87ed6818df18x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0447/54973b29fa554d78102424bdc879c095x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0304/3233644cd7b9749aa70c9d6204915a7ax.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1822/e8336458a827bd1c3beb6838adc58ec1x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1185/0a987f5b697aa5a4591033b71b4e2b4bx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1113/bcf85c58134ed759a5c3053d5a265299x.jpg?imwidth=640,http://www.pittsboroford.com/used/Ford/2013-Ford-Edge-1af147340a0e0adf3e0eb2a53ceae40a.htm?searchDepth=15:54,0,1
4727A,,used, 2016 Ford Mustang Shelby GT350  Coupe,2016,Ford,Mustang,Shelby GT350,"$60,900",Shelby GT350  Coupe,5.2L 8 Cylinder,6-Speed Manual,Race Red,Ebony,230 miles,http://pictures.dealer.com/p/pittsborofordfd/1880/43030f4767656f65582628a3d6d7108cx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0931/7e9cad0fc677619f6d27fc6f2ef79a23x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1573/a1f4404340619a7bfdaaeb309b2de94bx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0665/b14e1af3806bbdb61f4b55cbb2a48e0ax.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1207/45e45de9e8fd3f12d0a84b39d67770ebx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0303/0c955a83bb037a02c762f7dcae40d898x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0474/49874ab5bc981e6116aad78cbce2be99x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1648/97efae7a4e6f276cf3a90d5f541a9c49x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0505/6d50e0707de26b094969903e90a7cecbx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0516/11e6cbb5bae86fe30fe3586158729427x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0695/8047370c5d436c85fdeaf7bff4412473x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1561/a47316a6eb043f6d08912f3783fdef08x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0629/ea137f475642b4921f879f2280ba3412x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1833/3541f0434ea3c9f19eaec9f23e7d36dcx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0324/32f4d6cc8aa0ebfe58bfcad433d75a7ax.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0285/eebc8cfbf63cdd4e98b3c2758d797007x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0822/bf7ceeeac5c462b4a4b430de7e0d98d7x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1982/b0a4572df363ceead6649f0f6a2b8a7cx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1200/ae1791d352bd64ffbe031b3f097f1025x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0270/583870d90e710e7dc52e6e79b41ce29cx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1278/9e5fdba2c7a7c9e4805a5a8d9a8753e2x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0599/5cf72b84186240df9a888d1f45202f26x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0358/43e1958a44406f5ac0b79724a7fcb9dax.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1641/cdeeec7de1a3ab6ed048c89196a4a3aax.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0627/8e8bf7957144c42442d7e83f12a90689x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0237/70822bf1acd6eb4d6288dd157a7a76a5x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0605/a54f2313e6f4aa83ea9bfee1b9a27ff3x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1089/f3b50f12242051d977381442459a48cbx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1455/42bd7702268fdfb44086abd990c93916x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1796/b5ba96d71502edb7501c49cbd65182f6x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0850/681622e4dd680f6e41257cd4b8542588x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1259/24e113411107d54f2e246ef5d4925b44x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1803/2a7530ad4a5c0fdd9770413027f04887x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0737/7fb7f65bdb78077a32c408716772c443x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0667/dfd74eb0941f9ae6336ee8fa5c3d60dcx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0871/afa1905e9b6d0fea0529d17386215753x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0565/c1dac6d7de77366321e0174942854e9fx.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0111/91ff52c1413d981788b5c9ca4dca28d9x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0131/68862ce01940f4926489bc3393858530x.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/1053/77698e0d9043748ca509bd1f13fdac4ax.jpg?imwidth=640|http://pictures.dealer.com/p/pittsborofordfd/0782/d00107c0204e8411ff1c44406b7946c0x.jpg?imwidth=,http://www.pittsboroford.com/used/Ford/2016-Ford-Mustang-1af14caa0a0e0adf3e0eb2a57e6f4bc5.htm?searchDepth=40:54,0,1
4771,,new, Ford F-150 2016 4x2 XLT  SuperCab 6.5 ft. SB 6 Cylinder,2016,Ford,F-150,XLT,"$36,570",4x2 XLT  SuperCab 6.5 ft. SB,2.7L 6 Cylinder,6-Speed Automatic,Shadow Black,Medium Light Camel,,http://pictures.dealer.com/p/pittsborofordfd/0796/2eb9f224cc904d0f7c73b78c9afeba6fx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0299/79cd1d4cef2f809bd92dcb9b0397c0f5x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0777/8bcc316b94dc87b631e1af75e0ae149ax.jpg|http://pictures.dealer.com/p/pittsborofordfd/0568/fcebc4c9698012d6ed7bd2f5f1d16f37x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1527/804e1ab77caa77a233903abed2ee453dx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0504/bcd721b2f08c4fa31dfbc730f71c7a0ex.jpg|http://pictures.dealer.com/p/pittsborofordfd/1556/d4d50be781989fd7f482ee43a90a9cffx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0497/c9a15c45d7e8bb0330f6c9ec0f09bf19x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0033/586853ecfd03e89c45b1630a38f2e57bx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0624/6673e9191a61f3cb027c9450036b6156x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0783/864daf37b1f4b6f00de7833f7a34a93cx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0220/ad9a7c0ad30f84570a29d62e6c101622x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0075/3731a8a15872b1fccc0e13ba8fd0d879x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1377/2406148f0334f6f7969e5f35601e268bx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1256/259b060ff1e14444017fd6b077a4f5d7x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1897/14910e39445b7bc2f6832ea3f4bd4fc8x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0886/dbe6daf04417ed2e5e5dc801baffa588x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0793/0c34285802cf8da82184f544089a89ebx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0342/a0565d957da1ca7344e123facc6b1e37x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0917/a70b1942f72ac140c6b241b31b57d1a3x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1678/baeeab974c4a4300905a1fe40ae242b4x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1883/d9b691420072ac55a8f774c1e0f20885x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0205/f983420d9f189c79698cbfcf611b5659x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1764/690d14a6cc9963aeb45ba94689d0c345x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0355/48308712165ba4ccab1e70f8348ad7a4x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0665/ed55c08d3770b24c2d5dc97bafc8327ex.jpg|http://pictures.dealer.com/p/pittsborofordfd/0034/725bd9c99163baf09a0a9b2f97918102x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0860/78897d6892cb75889bb5ca42483422a1x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0412/faea3dd575ca65b07b83e06a14333691x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1872/85b056308ba8ceb141f455e1b0aec2d5x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0338/67ed4a3df1e75cb5a3cf9b1c5d215188x.jpg|http://assets.clickmotive.com/forddig/Ford/F-150/2016/BP3TT-FULL-EXT/Image[|Ford|F-150|2016|1|1.|302A.X1C.145.G1.LSC.88M.18C.91S.52L.SS6.64T.86B.53A.85A.SCAB.54R.89C.99P.CLO.RWD.XLT.435.55B.47E.50S.76R.91V.76C.595.]/EXT/1/vehicle.png?w=640&rc=1|http://assets.clickmotive.com/forddig/Ford/F-150/2016/BP3TT-FULL-EXT/Image[|Ford|F-150|2016|1|1.|302A.X1C.145.G1.LSC.88M.18C.91S.52L.SS6.64T.86B.53A.85A.SCAB.54R.89C.99P.CLO.RWD.XLT.435.55B.47E.50S.76R.91V.76C.595.]/EXT/2/vehicle.png?w=640&rc=1|http://assets.clickmotive.com/forddig/Ford/F-150/2016/BP3TT-FULL-EXT/Image[|Ford|F-150|2016|1|1.|302A.X1C.145.G1.LSC.88M.18C.91S.52L.SS6.64T.86B.53A.85A.SCAB.54R.89C.99P.CLO.RWD.XLT.435.55B.47E.50S.76R.91V.76C.595.]/EXT/3/vehicle.png?w=640&rc=1|http://assets.clickmotive.com/forddig/Ford/F-150/2016/BP3TT-FULL-EXT/Image[|Ford|F-150|2016|1|1.|302A.X1C.145.G1.LSC.88M.18C.91S.52L.SS6.64T.86B.53A.85A.SCAB.54R.89C.99P.CLO.RWD.XLT.435.55B.47E.50S.76R.91V.76C.595.]/EXT/4/vehicle.png?w=640&rc=1|http://assets.clickmotive.com/forddig/Ford/F-150/2016/BP3TT-FULL-EXT/Image[|Ford|F-150|2016|1|1.|302A.X1C.145.G1.LSC.88M.18C.91S.52L.SS6.64T.86B.53A.85A.SCAB.54R.89C.99P.CLO.RWD.XLT.435.55B.47E.50S.76R.91V.76C.595.]/INT/1/vehicle.png?w=640&rc=1|http://images.dealer.com/autodata/us/640/2016/USC60FOT115B0/USC50FOT115B021001.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT115B0/,http://www.pittsboroford.com/new/Ford/2016-Ford-F-150-1ae84be80a0e0a171812578ad8b1a673.htm?searchDepth=24:75,0,1
4789,,new, Ford F-150 2016 4x4 XLT  SuperCab 6.5 ft. SB 8 Cylinder,2016,Ford,F-150,XLT,Please Call,4x4 XLT  SuperCab 6.5 ft. SB,5.0L 8 Cylinder,6-Speed Automatic,Ruby Red Tinted Clearcoat Metallic,Black,,http://pictures.dealer.com/p/pittsborofordfd/1587/0438a765eba1108c700a4a5d625fb878x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0970/2488e7e5618b1e489bc2cbbca67b8b11x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1477/2300b37f90023f8890bdc3846d6d92e6x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1617/5193492e8d62a8d9405f97f79f088f77x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0035/6565991a9a253e5ffce4a0b046e8d782x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0268/5816ed3b1c35ff4c4a8ffc59f3ba4352x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1031/f12e32f5af6c0da9d62a40bbc09b2c93x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1151/7cc0312058a17635921efac557752ef0x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1781/3566552ea3cab13d24624dd14635163bx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1174/3cbeb64852f4235ac00c4242ad2c7133x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0109/5db8cc1289d2209cf3aae2b329076890x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1768/a27bb05b950e58a3814334830510c92dx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0080/42e3da5d0727428dcb771e86e989fc05x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0405/8158a2db913c7265200207dead085fb6x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1490/2a05c72c69211d523d6f9716ce37bb61x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1359/a1a3b7e9e6938f98146340c721e6613ax.jpg|http://pictures.dealer.com/p/pittsborofordfd/1378/a96f7431b32b455f0dcff9e1c0462eadx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1866/599ad6092a1e12f056b1e351fb1df86bx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0638/08a99a16b629382132e2a4646380893cx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0873/30d1678d3e1306f2de4f471e6347a7c7x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1394/da5cdf4c14d943a743568c2bfb374b76x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0101/bb35b07ededb6b425c2a2cabdd1a146ex.jpg|http://pictures.dealer.com/p/pittsborofordfd/1212/7436b1168186ed44a8db183822681d12x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1353/917e8ac3c41f26041f9eab51b6af42f1x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0186/5b1ba4a7394f27b06f30584dcab2973ax.jpg|http://pictures.dealer.com/p/pittsborofordfd/0899/3b1ea7367166d1fae10e8ae6b90a38a9x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1818/bc0ac4dd72549152d243d3742caac741x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1933/e5062c61d63d1ab8320a17a1708b92e4x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1420/a730022c07defd4872c520bdbc4eaa30x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0840/4d3545c045b2bc81d9d4aeaa824e804dx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0652/fb0c18406aab255ce2d9faf9976b7dafx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0113/177af7a4eca3a62322cfb82c968dea48x.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021001.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021001.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021002.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021003.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021005.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021006.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021011.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021012.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021013.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021018.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021028.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021032.jpg|http://images.dealer.com/autodata/us/640/2016/USC60FOT116B0/USC50FOT115B021044.jpg,http://www.pittsboroford.com/new/Ford/2016-Ford-F-150-1ae852810a0e0a171812578a72181ebb.htm?searchDepth=25:73,0,1
4814,,new, Ford Mustang 2017 GT Premium  Fastback V8 435hp 400ft. lbs.,2017,Ford,Mustang,GT Premium,"$40,425",GT Premium  Fastback,5.0L V8 435hp 400ft. lbs.,6-Speed Manual Transmission,Oxford White,Ebony,,http://pictures.dealer.com/p/pittsborofordfd/1672/ca6854b4c5912e7c7b84246b60430007x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0572/4dbcc3f1b5a0f427383b678c64931949x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0844/f89ccbbdc1cb05e00ed18e683e02b38ex.jpg|http://pictures.dealer.com/p/pittsborofordfd/0770/ca9ff391164d0a107e305b8b508126ebx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1684/85556474b51dfb72eff82cff170f33cdx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1882/feaf4945c95f80e22c7f29db54f604b7x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1821/3d6dba72871ae6f2219703135984261ex.jpg|http://pictures.dealer.com/p/pittsborofordfd/0546/6f127c4606f44144ab716f0063ffeee5x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0814/d25f71fad168a5f70d5154cd2f25f196x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0309/371407793919de82f38c6d1a7691f409x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1383/e688a40b9bccbbedc9a02b50159e76c7x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0968/e4cc19e7286ba8ff0f760af5361a48ffx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1568/56e6a42c20e9e7d596a3defb6068a3e9x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1173/70db3343cf05ce0539788ee0669a74edx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0181/8423c8fed00de9aa73d28799a2557c39x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0340/ac61e8f17deba6c2081fa1c7688245fex.jpg|http://pictures.dealer.com/p/pittsborofordfd/1784/6d6dd5b72c1c62367b5074e062947cf7x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1402/845776016dcf91da16cb255bcac93e89x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0518/d68ed4d1502cb81eaea342b60624a74dx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1477/b5ca9709d9485fc7dba4b13a9fd97e02x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0732/eb4eab11de6fc20420d9c799dfb9388cx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1689/9876b58929ea6544e5a2d710495de9c9x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1131/5651c14a172ef18586bd698d284aa25dx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1063/589cc6070626af3005d03689f97499c8x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0671/1b79a99499afa92a5b9e42177fdad867x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1250/f425248df7b92de1537461a5b649eaa2x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1093/a5c2a7b437baaa035fb63e2f49fde31cx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0389/c8f2894cdc0c1efa5591225d828f7582x.jpg|http://pictures.dealer.com/p/pittsborofordfd/0767/07c8997053e489ee67fdb603381c4c2cx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1322/2a98ef82de27cd3dc063cd8df3101aeex.jpg|http://pictures.dealer.com/p/pittsborofordfd/0324/2c2dd67f907280f751d239b852b38abax.jpg|http://pictures.dealer.com/p/pittsborofordfd/1515/956e9fe4005d3d973ffa92d2512f2c72x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1054/026bc963c5e8a8ab6e73c47feb8afe7cx.jpg|http://pictures.dealer.com/p/pittsborofordfd/1821/47b218e65441a613ee993fc49343ea39x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1299/1eb4441a4ea98df3ff723cc90b266e6bx.jpg|http://pictures.dealer.com/p/pittsborofordfd/0968/f223132b84e16847711099e8199c54f9x.jpg|http://pictures.dealer.com/p/pittsborofordfd/1909/a0570b359d234acc00a8d1d93571240ax.jpg|http://pictures.dealer.com/p/pittsborofordfd/0170/8fda74ff37b490be873ac651ee65b8c2x.jpg|http://assets.clickmotive.com/forddig/Ford/Mustang/2017/BP3TT-FULL-EXT/Image[|Ford|Mustang|2017|1|1.|401A.P8C..YZ..88L.85X.COU.CJDAA.54C.LRS.64V.LE3.44X.GT.891.77R.]/EXT/1/vehicle.png?w=640&rc=1|http://assets.clickmotive.com/forddig/Ford/Mustang/2017/BP3TT-FULL-EXT/Image[|Ford|Mustang|2017|1|1.|401A.P8C..YZ..88L.85X.COU.CJDAA.54C.LRS.64V.LE3.44X.GT.891.77R.]/EXT/2/vehicle.png?w=640&rc=1|http://assets.clickmotive.com/forddig/Ford/Mustang/2017/BP3TT-FULL-EXT/Image[|Ford|Mustang|2017|1|1.|401A.P8C..YZ..88L.85X.COU.CJDAA.54C.LRS.64V.LE3.44X.GT.891.77R.]/EXT/3/vehicle.png?w=640&rc=1|http://assets.clickmotive.com/forddig/Ford/Mustang/2017/BP3TT-FULL-EXT/Image[|Ford|Mustang|2017|1|1.|401A.P8C..YZ..88L.85X.COU.CJDAA.54C.LRS.64V.LE3.44X.GT.891.77R.]/E,http://www.pittsboroford.com/new/Ford/2017-Ford-Mustang-1ae845ad0a0e0a171812578ad4efeb56.htm?searchDepth=27:65,0,1
