model_make_id,model_name,model_trim,model_year,model_body,model_engine_cc,model_engine_cyl,model_engine_fuel,model_transmission_type
Acura,ILX,4dr Sedan,2016,Large Cars,,,Regular Unleaded,Unknown
Audi,A3,4dr Hatchback (Turbodiesel),2016,Not Available,,,Not Available,Unknown
Audi,A5,2dr Coupe AWD,2016,Not Available,,,Premium Unleaded (Required),Unknown
Audi,A6,4dr Sedan AWD,2016,Midsize Cars,,,Premium Unleaded (Required),Unknown
Audi,A7,4dr Sedan AWD,2016,Midsize Cars,,,Premium Unleaded (Required),Unknown
Audi,Q1,4dr SUV (1.8L 4cyl Turbo 6AM),2016,Sport Utility Vehicles,1800,4,Regular Unleaded,Automated Manual
Audi,Q7 e-tron,4dr SUV AWD (gas/electric hybrid),2016,Standard Sport Utility Vehicles,,,Diesel,Unknown
Audi,TT,2.0T quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6AM),2016,Subcompact Cars,2000,4,Premium Unleaded (Recommended),Automated Manual
BMW,2 Series Active Tourer,218i 4dr Hatchback (1.5L 3cyl Turbo gas/electric hybrid 6A),2016,Compact Cars,1500,3,Premium Unleaded (Required),Automatic
BMW,X7,xDrive50i 4dr SUV AWD,2016,Sport Utility Vehicles,4400,8,Premium Unleaded (Required),Automatic
Buick,Envision,4dr SUV (2.5L 4cyl 6A),2016,Sport Utility Vehicles,2500,4,Regular Unleaded,Automatic
Cadillac,ATS,4dr Sedan (2.0L),2016,Compact Cars,2000,4,Premium Unleaded (Required),8 speed automatic
Cadillac,ATS-V,4dr Sedan (3.6L 6cyl Turbo 6M),2016,Compact Cars,3600,6,Premium Unleaded (Required),Manual
Cadillac,ATS-V,2dr Coupe (3.6L 6cyl Turbo 6A),2016,Compact Cars,3600,6,Premium Unleaded (Required),Automatic
Cadillac,CT6,Premium 4dr Sedan (3.6L 6cyl Turbo 8A),2016,Midsize Cars,3600,6,Premium Unleaded (Required),Automatic
Cadillac,CTS-V,4dr Sedan (6.2L 8cyl S/C 7M),2016,Midsize Cars,6200,8,Premium Unleaded (Required),Manual
Cadillac,ELR,2dr Coupe (gas/electric hybrid),2016,Compact Cars,,,Electric,Unknown
Chevrolet,Camaro,LS 2dr Coupe w/1LS (3.6L 6cyl 6M),2016,Compact Cars,3600,6,Regular Unleaded,Manual
Chevrolet,Cruze,LS 4dr Sedan (1.5L 4cyl 6A),2016,Midsize Cars,1500,4,Regular Unleaded,Automatic
Chevrolet,Volt,4dr Hatchback,2016,Compact Cars,,,Electric,Unknown
Chrysler,100,4dr Sedan,2016,Compact Cars,,,Regular Unleaded,Unknown
Chrysler,Town and Country,4dr Minivan,2016,Minivan,,,Regular Unleaded,Unknown
Dodge,Grand Caravan,SXT Plus,2016,Minivan,3600,6,Flex-Fuel (Unleaded/E85),Automatic
FIAT,500X,4dr SUV,2016,Sport Utility Vehicles,,,Regular Unleaded,Unknown
Ford,Explorer,4dr SUV (3.5L 6cyl 6A),2016,Sport Utility Vehicles,3500,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Explorer,4dr SUV AWD (3.5L 6cyl 6A),2016,Sport Utility Vehicles,3500,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Explorer,XLT 4dr SUV (3.5L 6cyl 6A),2016,Sport Utility Vehicles,3500,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Explorer,XLT 4dr SUV AWD (3.5L 6cyl 6A),2016,Sport Utility Vehicles,3500,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Explorer,Limited 4dr SUV (3.5L 6cyl 6A),2016,Sport Utility Vehicles,3500,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Explorer,Limited 4dr SUV AWD (3.5L 6cyl 6A),2016,Sport Utility Vehicles,3500,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Explorer,Sport 4dr SUV AWD (3.5L 6cyl Turbo 6A),2016,Sport Utility Vehicles,3500,6,Regular Unleaded,Automatic
Ford,Explorer,Platinum 4dr SUV AWD (3.5L 6cyl Turbo 6A),2016,Sport Utility Vehicles,3500,6,Regular Unleaded,Automatic
Ford,Taurus,4dr Sedan,2016,Large Cars,,,Regular Unleaded,Unknown
Honda,HR-V,4dr SUV (1.5L 4cyl CVT),2016,Sport Utility Vehicles,1500,4,Regular Unleaded,Automatic
Honda,Pilot,4dr SUV,2016,Sport Utility Vehicles,,,Regular Unleaded,Unknown
Hyundai,Elantra,4dr Sedan,2016,Compact Cars,,,Regular Unleaded,Unknown
Hyundai,Tucson,4dr SUV,2016,Sport Utility Vehicles,,,Regular Unleaded,Unknown
Infiniti,Q30,4dr Hatchback,2016,Compact Cars,,,Regular Unleaded,Unknown
Jaguar,F-TYPE,2dr Coupe,2016,Compact Cars,,,Premium Unleaded (Required),Unknown
Jaguar,XQ,4dr SUV AWD (3.0L 6cyl S/C 8A),2016,Sport Utility Vehicles,3000,6,Not Available,Automatic
Kia,Optima,4dr Sedan,2016,Midsize Cars,,,Regular Unleaded,Unknown
Kia,Sorento,4dr SUV,2016,Sport Utility Vehicles,,,Regular Unleaded,Unknown
Lincoln,MKX,4dr SUV,2016,Sport Utility Vehicles,,,Regular Unleaded,Unknown
Maserati,Levante,4dr SUV,2016,Sport Utility Vehicles,,,Premium Unleaded (Required),Unknown
Mazda,CX-3,4dr SUV,2016,Sport Utility Vehicles,,,Regular Unleaded,Unknown
Mazda,Mazda2,4dr Hatchback,2016,Subcompact Cars,,,Regular Unleaded,Unknown
Mazda,MX-5 Miata,2dr Convertible (2.0L 4cyl 6M),2016,Two Seaters,2000,4,Premium Unleaded (Recommended),Manual
Mercedes-Benz,AMG GT,2dr Coupe,2016,Compact Cars,,,Premium Unleaded (Required),Unknown
Mercedes-Benz,GLE-Class,4dr SUV,2016,Sport Utility Vehicles,,,Premium Unleaded (Required),Unknown
Mercedes-Benz,Maybach,4dr Sedan,2016,Large Cars,,,Premium Unleaded (Required),Unknown
Mercedes-Benz,Metris,4dr Minivan,2016,Minivan,,,Regular Unleaded,Unknown
Mercedes-Benz,S-Class,4dr Sedan,2016,Large Cars,,,Regular Unleaded,Unknown
Nissan,Maxima,4dr Sedan,2016,Midsize Cars,,,Regular Unleaded,Unknown
Nissan,Titan,S 4dr King Cab SB (3.5L 6cyl 6A),2016,Standard Pickup Trucks,3500,6,Regular Unleaded,Automatic
Scion,iM,4dr Hatchback,2016,Compact Cars,,,Regular Unleaded,Unknown
smart,fortwo,2dr Hatchback,2016,Not Available,,,Premium Unleaded (Recommended),Unknown
Tesla,Model X,"4dr SUV AWD (3-phase, 4-pole electric DD)",2016,Sport Utility Vehicles,,0,Electric,Direct Drive
Toyota,FCV,4dr Sedan,2016,Compact Cars,,,Hydrogen,Unknown
Toyota,Prius,4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),2016,Midsize Cars,,,Regular Unleaded,Automatic
Toyota,Tacoma,4dr Double Cab,2016,Small Pickup Trucks,,,Regular Unleaded,Unknown
Volkswagen,Alltrack,4dr Wagon (1.8L 4cyl Turbo 6A),2016,Small Station Wagons,1800,4,Premium Unleaded (Required),Automatic
Volvo,XC90,T6 Momentum 4dr SUV AWD (2.0L 4cyl Twincharger 8A),2016,Sport Utility Vehicles,2000,4,Premium Unleaded (Recommended),Automatic
Volvo,XC90,T6 Inscription 4dr SUV AWD (2.0L 4cyl Twincharger 8A),2016,Sport Utility Vehicles,2000,4,Premium Unleaded (Recommended),Automatic
Volvo,XC90,T6 R-Design 4dr SUV AWD (2.0L 4cyl Twincharger 8A),2016,Sport Utility Vehicles,2000,4,Premium Unleaded (Recommended),Automatic
Acura,ILX,Technology Package 4dr Sedan (2.0L 4cyl 5A),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automatic
Acura,ILX,4dr Sedan (2.0L 4cyl 5A),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automatic
Acura,ILX,Premium Package 4dr Sedan (2.0L 4cyl 5A),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automatic
Acura,ILX,Premium Package 4dr Sedan (2.4L 4cyl 6M),2015,Compact Cars,2400,4,Premium Unleaded (Required),Manual
Acura,MDX,SH-AWD w/Advance and Entertainment Packages 4dr SUV AWD (3.5L 6c,2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,MDX,SH-AWD w/Technology and Entertainment Packages 4dr SUV AWD (3.5L,2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,MDX,4dr SUV (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,MDX,Technology and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,MDX,Advance and Entertainment Packages 4dr SUV (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,MDX,SH-AWD 4dr SUV AWD (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,MDX,SH-AWD w/Technology Package 4dr SUV AWD (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,MDX,Technology Package 4dr SUV (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,NSX,2dr Coupe AWD (3.5L 6cyl gas/electric hybrid 7A),2015,Two Seaters,3500,6,Premium Unleaded (Required),Automatic
Acura,RDX,Technology Package 4dr SUV (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,RDX,4dr SUV (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,RDX,4dr SUV AWD (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,RDX,Technology Package 4dr SUV AWD (3.5L 6cyl 6A),2015,Sport Utility Vehicles,3500,6,Premium Unleaded (Required),Automatic
Acura,RLX,4dr Sedan (3.5L 6cyl 6A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Acura,RLX,Krell Audio Package 4dr Sedan (3.5L 6cyl 6A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Acura,RLX,Technology Package 4dr Sedan (3.5L 6cyl 6A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Acura,RLX,Navigation 4dr Sedan (3.5L 6cyl 6A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Acura,RLX,Advance Package 4dr Sedan (3.5L 6cyl 6A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Acura,TLX,4dr Sedan (2.4L 4cyl 8AM),2015,Midsize Cars,2400,4,Premium Unleaded (Recommended),Automated Manual
Acura,TLX,4dr Sedan (3.5L 6cyl 9A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Acura,TLX,Advance Package 4dr Sedan (3.5L 6cyl 9A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Acura,TLX,Technology Package 4dr Sedan (3.5L 6cyl 9A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Acura,TLX,Technology Package 4dr Sedan (2.4L 4cyl 8AM),2015,Midsize Cars,2400,4,Premium Unleaded (Recommended),Automated Manual
Acura,TLX,SH-AWD w/Technology Package 4dr Sedan AWD (3.5L 6cyl 9A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Acura,TLX,SH-AWD w/Advance Package 4dr Sedan AWD (3.5L 6cyl 9A),2015,Midsize Cars,3500,6,Premium Unleaded (Required),Automatic
Alfa Romeo,4C,2dr Coupe (1.7L 4cyl Turbo 6AM),2015,Compact Cars,1700,4,Premium Unleaded (Required),Automated Manual
Alfa Romeo,4C,Launch Edition 2dr Coupe (1.7L 4cyl Turbo 6AM),2015,Compact Cars,1700,4,Premium Unleaded (Required),Automated Manual
Aston Martin,V12 Vantage S,2dr Coupe (6.0L 12cyl 7AM),2015,Two Seaters,6000,12,Premium Unleaded (Required),Automated Manual
Audi,A3,2.0 TFSI Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,1.8 TFSI Premium 2dr Convertible (1.8L 4cyl Turbo 6AM),2015,Compact Cars,1800,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,1.8 TFSI Premium 4dr Sedan (1.8L 4cyl Turbo 6AM),2015,Compact Cars,1800,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,2.0 TDI Premium 4dr Sedan (2.0L 4cyl Turbodiesel 6AM),2015,Compact Cars,2000,4,Diesel,Automated Manual
Audi,A3,2.0 TDI Premium Plus 4dr Sedan (2.0L 4cyl Turbodiesel 6AM),2015,Compact Cars,2000,4,Diesel,Automated Manual
Audi,A3,2.0 TDI Prestige 4dr Sedan (2.0L 4cyl Turbodiesel 6AM),2015,Compact Cars,2000,4,Diesel,Automated Manual
Audi,A3,1.8 TFSI Premium Plus 2dr Convertible (1.8L 4cyl Turbo 6AM),2015,Compact Cars,1800,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,1.8 TFSI Prestige 2dr Convertible (1.8L 4cyl Turbo 6AM),2015,Compact Cars,1800,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,2.0 TFSI Premium Plus quattro 2dr Convertible AWD (2.0L 4cyl Tur,2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,2.0 TFSI Premium quattro 2dr Convertible AWD (2.0L 4cyl Turbo 6A,2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,2.0 TFSI Prestige quattro 2dr Convertible AWD (2.0L 4cyl Turbo 6,2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,1.8 TFSI Premium Plus 4dr Sedan (1.8L 4cyl Turbo 6AM),2015,Compact Cars,1800,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,1.8 TFSI Prestige 4dr Sedan (1.8L 4cyl Turbo 6AM),2015,Compact Cars,1800,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,2.0 TFSI Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM,2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3,2.0 TFSI Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automated Manual
Audi,A3 e-tron,4dr Hatchback (1.4L 4cyl gas/electric hybrid 6AM),2015,Compact Cars,1400,4,Premium Unleaded (Required),Automated Manual
Audi,A4,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A4,2.0T Premium Plus 4dr Sedan (2.0L 4cyl Turbo CVT),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A4,2.0T Prestige 4dr Sedan (2.0L 4cyl Turbo CVT),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A4,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),2015,Compact Cars,2000,4,Premium Unleaded (Required),Manual
Audi,A4,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),2015,Compact Cars,2000,4,Premium Unleaded (Required),Manual
Audi,A4,2.0T Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6M),2015,Compact Cars,2000,4,Premium Unleaded (Required),Manual
Audi,A4,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A4,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A4,2.0T Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A5,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),2015,Subcompact Cars,2000,4,Premium Unleaded (Required),Manual
Audi,A5,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),2015,Subcompact Cars,2000,4,Premium Unleaded (Required),Manual
Audi,A5,2.0T Prestige quattro 2dr Coupe AWD (2.0L 4cyl Turbo 6M),2015,Subcompact Cars,2000,4,Premium Unleaded (Required),Manual
Audi,A5,2.0T Premium quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A5,2.0T Premium Plus quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A5,2.0T Prestige quattro 2dr Coupe AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A5,2.0T Premium quattro 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A5,2.0T Premium Plus quattro 2dr Convertible AWD (2.0L 4cyl Turbo 8,2015,Subcompact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A5,2.0T Prestige quattro 2dr Convertible AWD (2.0L 4cyl Turbo 8A),2015,Subcompact Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A6,2.0T Premium 4dr Sedan (2.0L 4cyl Turbo CVT),2015,Midsize Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A6,2.0T Premium Plus 4dr Sedan (2.0L 4cyl Turbo CVT),2015,Midsize Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A6,2.0T Premium quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Midsize Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A6,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 8A),2015,Midsize Cars,2000,4,Premium Unleaded (Required),Automatic
Audi,A6,3.0T Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),2015,Midsize Cars,3000,6,Premium Unleaded (Required),Automatic
Audi,A6,3.0T Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),2015,Midsize Cars,3000,6,Premium Unleaded (Required),Automatic
Audi,A6,TDI Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A,2015,Midsize Cars,3000,6,Diesel,Automatic
Audi,A6,TDI Prestige quattro 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),2015,Midsize Cars,3000,6,Diesel,Automatic
Audi,A7,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),2015,Midsize Cars,3000,6,Premium Unleaded (Required),Automatic
Audi,A7,Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),2015,Midsize Cars,3000,6,Premium Unleaded (Required),Automatic
Audi,A7,TDI Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A,2015,Midsize Cars,3000,6,Diesel,Automatic
Audi,A7,TDI Prestige quattro 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),2015,Midsize Cars,3000,6,Diesel,Automatic
Audi,A8,3.0T quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),2015,Midsize Cars,3000,6,Premium Unleaded (Required),Automatic
Audi,A8,L 3.0T quattro 4dr Sedan AWD (3.0L 6cyl S/C 8A),2015,Large Cars,3000,6,Premium Unleaded (Required),Automatic
Audi,A8,L TDI quattro 4dr Sedan AWD (3.0L 6cyl Turbodiesel 8A),2015,Large Cars,3000,6,Diesel,Automatic
Audi,A8,4.0T quattro 4dr Sedan AWD (4.0L 8cyl Turbo 8A),2015,Midsize Cars,4000,8,Premium Unleaded (Required),Automatic
Audi,A8,L 4.0T quattro 4dr Sedan AWD (4.0L 8cyl Turbo 8A),2015,Large Cars,4000,8,Premium Unleaded (Required),Automatic
Audi,A8,L W12 quattro 4dr Sedan AWD (6.3L 12cyl 8A),2015,Large Cars,6300,12,Premium Unleaded (Required),Automatic
Audi,allroad,Premium quattro 4dr Wagon AWD (2.0L 4cyl Turbo 8A),2015,Small Station Wagons,2000,4,Premium Unleaded (Recommended),Automatic
Audi,allroad,Premium Plus quattro 4dr Wagon AWD (2.0L 4cyl Turbo 8A),2015,Small Station Wagons,2000,4,Premium Unleaded (Recommended),Automatic
Audi,allroad,Prestige quattro 4dr Wagon AWD (2.0L 4cyl Turbo 8A),2015,Small Station Wagons,2000,4,Premium Unleaded (Recommended),Automatic
Audi,Q3,Premium Plus 4dr SUV (2.0L 4cyl Turbo 6A),2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automatic
Audi,Q3,Prestige 4dr SUV (2.0L 4cyl Turbo 6A),2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automatic
Audi,Q3,Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A),2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automatic
Audi,Q3,Prestige quattro 4dr SUV AWD (2.0L 4cyl Turbo 6A),2015,Compact Cars,2000,4,Premium Unleaded (Recommended),Automatic
Audi,Q5,2.0T Premium quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),2015,Sport Utility Vehicles,2000,4,Premium Unleaded (Required),Automatic
Audi,Q5,2.0T Premium Plus quattro 4dr SUV AWD (2.0L 4cyl Turbo 8A),2015,Sport Utility Vehicles,2000,4,Premium Unleaded (Required),Automatic
Audi,Q5,2.0T Prestige quattro 4dr SUV AWD (2.0L 4cyl Turbo gas/electric ,2015,Sport Utility Vehicles,2000,4,Premium Unleaded (Required),Automatic
Audi,Q5,3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),2015,Sport Utility Vehicles,3000,6,Premium Unleaded (Required),Automatic
Audi,Q5,3.0T Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),2015,Sport Utility Vehicles,3000,6,Premium Unleaded (Required),Automatic
Audi,Q5,TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2015,Sport Utility Vehicles,3000,6,Diesel,Automatic
Audi,Q5,TDI Prestige quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2015,Sport Utility Vehicles,3000,6,Diesel,Automatic
Audi,Q7,3.0T Premium quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),2015,Sport Utility Vehicles,3000,6,Premium Unleaded (Required),Automatic
Audi,Q7,3.0T Premium Plus quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),2015,Sport Utility Vehicles,3000,6,Premium Unleaded (Required),Automatic
Audi,Q7,3.0T S line Prestige quattro 4dr SUV AWD (3.0L 6cyl S/C 8A),2015,Sport Utility Vehicles,3000,6,Premium Unleaded (Required),Automatic
Audi,Q7,TDI Premium quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2015,Sport Utility Vehicles,3000,6,Diesel,Automatic
Audi,Q7,TDI Premium Plus quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2015,Sport Utility Vehicles,3000,6,Diesel,Automatic
Audi,Q7,TDI Prestige quattro 4dr SUV AWD (3.0L 6cyl Turbodiesel 8A),2015,Sport Utility Vehicles,3000,6,Diesel,Automatic
Audi,R8,V8 quattro 2dr Coupe AWD (4.2L 8cyl 6M),2015,Two Seaters,4200,8,Premium Unleaded (Required),Manual
Audi,R8,V8 quattro 2dr Coupe AWD (4.2L 8cyl 7AM),2015,Two Seaters,4200,8,Premium Unleaded (Required),Automated Manual
Audi,R8,V10 quattro 2dr Coupe AWD (5.2L 10cyl 6M),2015,Two Seaters,5200,10,Premium Unleaded (Required),Manual
Audi,R8,V10 quattro 2dr Coupe AWD (5.2L 10cyl 7AM),2015,Two Seaters,5200,10,Premium Unleaded (Required),Automated Manual
Audi,R8,V10 plus quattro 2dr Coupe AWD (5.2L 10cyl 6M),2015,Two Seaters,5200,10,Premium Unleaded (Required),Manual
Audi,R8,V10 plus quattro 2dr Coupe AWD (5.2L 10cyl 7AM),2015,Two Seaters,5200,10,Premium Unleaded (Required),Automated Manual
Audi,R8,V8 quattro Spyder 2dr Convertible AWD (4.2L 8cyl 6M),2015,Two Seaters,4200,8,Premium Unleaded (Required),Manual
Audi,R8,V8 quattro Spyder 2dr Convertible AWD (4.2L 8cyl 7AM),2015,Two Seaters,4200,8,Premium Unleaded (Required),Automated Manual
Audi,R8,V10 quattro Spyder 2dr Convertible AWD (5.2L 10cyl 6M),2015,Two Seaters,5200,10,Premium Unleaded (Required),Manual
Audi,R8,V10 quattro Spyder 2dr Convertible AWD (5.2L 10cyl 7AM),2015,Two Seaters,5200,10,Premium Unleaded (Required),Automated Manual
Audi,R8,V10 Carbon quattro Spyder 2dr Convertible AWD (5.2L 10cyl 6M),2015,Two Seaters,5200,10,Premium Unleaded (Required),Manual
Audi,R8,V10 Carbon quattro Spyder 2dr Convertible AWD (5.2L 10cyl 7AM),2015,Two Seaters,5200,10,Premium Unleaded (Required),Automated Manual
Audi,R8,V10 competition quattro 2dr Coupe AWD (5.2L 10cyl 7AM),2015,Two Seaters,5200,10,Premium Unleaded (Required),Automated Manual
Audi,RS 5,quattro 2dr Coupe AWD (4.2L 8cyl 7AM),2015,Subcompact Cars,4200,8,Premium Unleaded (Required),Automated Manual
Audi,RS 5,quattro 2dr Convertible AWD (4.2L 8cyl 7AM),2015,Subcompact Cars,4200,8,Premium Unleaded (Required),Automated Manual
Audi,RS 7,Prestige quattro 4dr Sedan AWD (4.0L 8cyl Turbo 8A),2015,Midsize Cars,4000,8,Premium Unleaded (Required),Automatic
Audi,S3,2.0T Premium Plus quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automated Manual
Audi,S3,2.0T Prestige quattro 4dr Sedan AWD (2.0L 4cyl Turbo 6AM),2015,Compact Cars,2000,4,Premium Unleaded (Required),Automated Manual
Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 6M),2015,Compact Cars,3000,6,Premium Unleaded (Required),Manual
Audi,S4,Premium Plus quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM),2015,Compact Cars,3000,6,Premium Unleaded (Required),Automated Manual
Audi,S4,Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 6M),2015,Compact Cars,3000,6,Premium Unleaded (Required),Manual
Audi,S4,Prestige quattro 4dr Sedan AWD (3.0L 6cyl S/C 7AM),2015,Compact Cars,3000,6,Premium Unleaded (Required),Automated Manual
Audi,S5,Premium Plus quattro 2dr Coupe AWD (3.0L 6cyl S/C 6M),2015,Subcompact Cars,3000,6,Premium Unleaded (Required),Manual
Audi,S5,Premium Plus quattro 2dr Coupe AWD (3.0L 6cyl S/C 7AM),2015,Subcompact Cars,3000,6,Premium Unleaded (Required),Automated Manual
Audi,S5,Prestige quattro 2dr Coupe AWD (3.0L 6cyl S/C 6M),2015,Subcompact Cars,3000,6,Premium Unleaded (Required),Manual
Audi,S5,Prestige quattro 2dr Coupe AWD (3.0L 6cyl S/C 7AM),2015,Subcompact Cars,3000,6,Premium Unleaded (Required),Automated Manual
Audi,S5,Premium Plus quattro 2dr Convertible AWD (3.0L 6cyl S/C 7AM),2015,Subcompact Cars,3000,6,Premium Unleaded (Required),Automated Manual
Audi,S5,Prestige quattro 2dr Convertible AWD (3.0L 6cyl S/C 7AM),2015,Subcompact Cars,3000,6,Premium Unleaded (Required),Automated Manual
