model_make_id,model_name,model_trim,model_year,model_body,model_engine_cc,model_engine_cyl,model_engine_fuel,model_transmission_type
Ford,Transit Van,350 Low Roof 3dr Cargo Van w/Sliding Passenger Side Door (3.7L 6,2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,350 Medium Roof 4dr Cargo Van w/Dual Sliding Doors (3.7L 6cyl 6A,2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"150 Medium Roof 4dr Cargo Van w/148"" WB, Dual Sliding Doors (3.7",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,350 Medium Roof 3dr Cargo Van w/Sliding Passenger Side Door (3.7,2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"250 Medium Roof 4dr Cargo Van w/148"" WB, Dual Sliding Doors (3.7",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"250 Medium Roof 3dr Cargo Van w/148"" WB, Sliding Passenger Side ",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"150 Medium Roof 3dr Cargo Van w/130"" WB, Sliding Passenger Side ",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"150 Medium Roof 4dr Cargo Van w/130"" WB, Dual Sliding Doors (3.7",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"250 Medium Roof 3dr Cargo Van w/130"" WB, Sliding Passenger Side ",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"150 Medium Roof 3dr Cargo Van w/148"" WB, Sliding Passenger Side ",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"250 Medium Roof 4dr Cargo Van w/130"" WB, Dual Sliding Doors (3.7",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,250 High Roof 3dr Cargo Van w/Sliding Passenger Side Door (3.7L ,2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,250 High Roof 4dr Cargo Van w/Dual Sliding Doors (3.7L 6cyl 6A),2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"350 High Roof 3dr Cargo Van w/Extended Length, Sliding Passenger",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,350 High Roof 4dr Cargo Van w/Dual Sliding Doors (3.7L 6cyl 6A),2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"250 High Roof 3dr Cargo Van w/Extended Length, Sliding Passenger",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,350 High Roof 3dr Cargo Van w/Sliding Passenger Side Door (3.7L ,2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"250 High Roof 4dr Cargo Van w/Extended Length, Dual Sliding Door",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,"350 High Roof 4dr Cargo Van w/Extended Length, Dual Sliding Door",2015,Cargo Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Van,350 HD High Roof 4dr Cargo Van DRW w/Dual Sliding Doors (3.5L 6c,2015,Cargo Vans,3500,6,Premium Unleaded (Recommended),Automatic
Ford,Transit Van,350 HD High Roof 3dr Cargo Van DRW w/Sliding Passenger Side Door,2015,Cargo Vans,3500,6,Premium Unleaded (Recommended),Automatic
Ford,Transit Van,350 HD High Roof 4dr Cargo Van w/Dual Sliding Doors (3.5L 6cyl T,2015,Cargo Vans,3500,6,Premium Unleaded (Recommended),Automatic
Ford,Transit Van,350 HD High Roof 3dr Cargo Van w/Sliding Passenger Side Door (3.,2015,Cargo Vans,3500,6,Premium Unleaded (Recommended),Automatic
Ford,Transit Wagon,150 XL Low Roof 3dr Passenger Van w/60/40 Passenger Side Door (3,2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,150 XL Low Roof 3dr Passenger Van w/Sliding Passenger Side Door ,2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,150 XL Medium Roof 3dr Passenger Van (3.7L 6cyl 6A),2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 XL Low Roof 3dr Passenger Van w/60/40 Passenger Side Door (3,2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 XL Low Roof 3dr Passenger Van w/Sliding Passenger Side Door ,2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 XL Medium Roof 3dr Passenger Van (3.7L 6cyl 6A),2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 XL High Roof 3dr Passenger Van (3.7L 6cyl 6A),2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 HD XL High Roof 3dr Passenger Van DRW w/Extended Length (3.5,2015,Passenger Vans,3500,6,Premium Unleaded (Recommended),Automatic
Ford,Transit Wagon,150 XLT Low Roof 3dr Passenger Van w/60/40 Passenger Side Door (,2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,150 XLT Low Roof 3dr Passenger Van w/Sliding Passenger Side Door,2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,150 XLT Medium Roof 3dr Passenger Van (3.7L 6cyl 6A),2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 XLT Low Roof 3dr Passenger Van w/60/40 Passenger Side Door (,2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 XLT Low Roof 3dr Passenger Van w/Sliding Passenger Side Door,2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 XLT Medium Roof 3dr Passenger Van (3.7L 6cyl 6A),2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 XLT High Roof 3dr Passenger Van (3.7L 6cyl 6A),2015,Passenger Vans,3700,6,Flex-Fuel (Unleaded/E85),Automatic
Ford,Transit Wagon,350 HD XLT High Roof 3dr Passenger Van DRW w/Extended Length (3.,2015,Passenger Vans,3500,6,Premium Unleaded (Recommended),Automatic
GMC,Acadia,Denali 4dr SUV (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Acadia,SLT-2 4dr SUV AWD (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Acadia,Denali 4dr SUV AWD (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Acadia,SLE-1 4dr SUV (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Acadia,SLE-1 4dr SUV AWD (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Acadia,SLE-2 4dr SUV (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Acadia,SLT-1 4dr SUV AWD (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Acadia,SLT-2 4dr SUV (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Acadia,SLE-2 4dr SUV AWD (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Acadia,SLT-1 4dr SUV (3.6L 6cyl 6A),2015,Sport Utility Vehicles,3600,6,Regular Unleaded,Automatic
GMC,Canyon,SLE 4dr Crew Cab SB (2.5L 4cyl 6A),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Automatic
GMC,Canyon,4dr Crew Cab SB (2.5L 4cyl 6A),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Automatic
GMC,Canyon,SLE 4dr Extended Cab SB (2.5L 4cyl 6A),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Automatic
GMC,Canyon,4dr Crew Cab LB (3.6L 6cyl 6A),2015,Small Pickup Trucks,3600,6,Regular Unleaded,Automatic
GMC,Canyon,4dr Extended Cab SB (2.5L 4cyl 6M),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Manual
GMC,Canyon,SL 4dr Extended Cab SB (2.5L 4cyl 6M),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Manual
GMC,Canyon,SLT 4dr Crew Cab 4WD SB (3.6L 6cyl 6A),2015,Small Pickup Trucks,3600,6,Regular Unleaded,Automatic
GMC,Canyon,SLE 4dr Crew Cab 4WD LB (3.6L 6cyl 6A),2015,Small Pickup Trucks,3600,6,Regular Unleaded,Automatic
GMC,Canyon,SLE 4dr Crew Cab 4WD SB (3.6L 6cyl 6A),2015,Small Pickup Trucks,3600,6,Regular Unleaded,Automatic
GMC,Canyon,SLT 4dr Extended Cab 4WD SB (2.5L 4cyl 6A),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Automatic
GMC,Canyon,SLT 4dr Extended Cab SB (2.5L 4cyl 6A),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Automatic
GMC,Canyon,SLT 4dr Crew Cab LB (3.6L 6cyl 6A),2015,Small Pickup Trucks,3600,6,Regular Unleaded,Automatic
GMC,Canyon,4dr Extended Cab 4WD SB (2.5L 4cyl 6A),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Automatic
GMC,Canyon,SLE 4dr Crew Cab LB (3.6L 6cyl 6A),2015,Small Pickup Trucks,3600,6,Regular Unleaded,Automatic
GMC,Canyon,SLT 4dr Crew Cab SB (2.5L 4cyl 6A),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Automatic
GMC,Canyon,SLE 4dr Extended Cab 4WD SB (2.5L 4cyl 6A),2015,Small Pickup Trucks,2500,4,Regular Unleaded,Automatic
GMC,Canyon,SLT 4dr Crew Cab 4WD LB (3.6L 6cyl 6A),2015,Small Pickup Trucks,3600,6,Regular Unleaded,Automatic
GMC,Savana,LT 3500 3dr Ext Van (4.8L 8cyl 6A),2015,Passenger Vans,4800,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Savana,LS 3500 3dr Ext Van (4.8L 8cyl 6A),2015,Passenger Vans,4800,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Savana,LS 3500 3dr Van (6.6L 8cyl Turbodiesel 6A),2015,Passenger Vans,6600,8,Diesel,Automatic
GMC,Savana,LS 3500 3dr Van (4.8L 8cyl 6A),2015,Passenger Vans,4800,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Savana,LT 2500 3dr Van (4.8L 8cyl 6A),2015,Passenger Vans,4800,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Savana,LT 3500 3dr Ext Van (6.6L 8cyl Turbodiesel 6A),2015,Passenger Vans,6600,8,Diesel,Automatic
GMC,Savana,LT 3500 3dr Van (4.8L 8cyl 6A),2015,Passenger Vans,4800,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Savana,LS 3500 3dr Ext Van (6.6L 8cyl Turbodiesel 6A),2015,Passenger Vans,6600,8,Diesel,Automatic
GMC,Savana,LT 3500 3dr Van (6.6L 8cyl Turbodiesel 6A),2015,Passenger Vans,6600,8,Diesel,Automatic
GMC,Savana,LS 2500 3dr Van (4.8L 8cyl 6A),2015,Passenger Vans,4800,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLT 4dr Crew Cab 4WD 5.8 ft. SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,SLT 4dr Crew Cab 6.5 ft. SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,SLE 2dr Regular Cab 4WD LB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLE 2dr Regular Cab LB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLE 2dr Regular Cab 4WD SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLE 2dr Regular Cab SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,2dr Regular Cab LB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,2dr Regular Cab 4WD LB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,2dr Regular Cab SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,2dr Regular Cab 4WD SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLT 4dr Double Cab 4WD SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,SLT 4dr Double Cab SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,4dr Double Cab SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLE 4dr Double Cab 4WD SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,4dr Double Cab 4WD SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLE 4dr Double Cab SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,Denali 4dr Crew Cab 6.5 ft. SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,Denali 4dr Crew Cab 5.8 ft. SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,Denali 4dr Crew Cab 4WD 5.8 ft. SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,Denali 4dr Crew Cab 4WD 6.5 ft. SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,4dr Crew Cab 5.8 ft. SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLE 4dr Crew Cab 4WD 5.8 ft. SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,4dr Crew Cab 4WD 6.5 ft. SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLE 4dr Crew Cab 6.5 ft. SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,4dr Crew Cab 6.5 ft. SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLE 4dr Crew Cab 4WD 6.5 ft. SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLE 4dr Crew Cab 5.8 ft. SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 1500,SLT 4dr Crew Cab 4WD 6.5 ft. SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,SLT 4dr Crew Cab 5.8 ft. SB (5.3L 8cyl 6A),2015,Standard Pickup Trucks,5300,8,Regular Unleaded,Automatic
GMC,Sierra 1500,4dr Crew Cab 4WD 5.8 ft. SB (4.3L 6cyl 6A),2015,Standard Pickup Trucks,4300,6,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLT 4dr Crew Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 2dr Regular Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,2dr Regular Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 2dr Regular Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,2dr Regular Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,4dr Double Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,4dr Double Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,4dr Double Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,4dr Double Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLT 4dr Double Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLT 4dr Double Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 4dr Double Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 4dr Double Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 4dr Double Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 4dr Double Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLT 4dr Double Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLT 4dr Double Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,4dr Crew Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,4dr Crew Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,4dr Crew Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLT 4dr Crew Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,4dr Crew Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLT 4dr Crew Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLT 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,Denali 4dr Crew Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 4dr Crew Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 4dr Crew Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,SLE 4dr Crew Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 2500HD,Denali 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLT 4dr Double LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,2dr Regular Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 2dr Regular Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,2dr Regular Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 2dr Regular Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 4dr Double Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLT 4dr Double Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 4dr Double Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,4dr Double Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,4dr Double Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLT 4dr Crew Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 4dr Crew Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 4dr Crew Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,Denali 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLT 4dr Crew Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,2dr Regular Cab LB DRW (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLT 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,Denali 4dr Crew Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 4dr Crew Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,4dr Crew Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLT 4dr Crew Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,4dr Crew Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,4dr Crew Cab SB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,4dr Crew Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,Denali 4dr Crew Cab LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,Denali 4dr Crew Cab 4WD LB (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,2dr Regular Cab 4WD LB DRW (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,4dr Crew Cab LB DRW (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLT 4dr Double LB DRW (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 2dr Regular Cab LB DRW (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
GMC,Sierra 3500HD,SLE 4dr Double Cab 4WD LB DRW (6.0L 8cyl 6A),2015,Standard Pickup Trucks,6000,8,Flex-Fuel (Unleaded/E85),Automatic
